Unnamed: 0,Registration_Number,Registration_Date,Registration_Year,State,RTO_Office,Vehicle_Category,Vehicle_Sub_Type,Manufacturer_Brand,Fuel_Type,Emission_Norm,Engine_CC,Seating_Capacity,Vehicle_Age_Years
1206,REG101207,13-07-2022,2022,Maharashtra,Pune (MH-12),4W,MUV,Maruti Suzuki,CNG,BS6,1197,8,2
1207,REG101208,29-06-2024,2024,Kerala,Thrissur (KL-08),4W,Hatchback,MG,Petrol,BS6,1462,7,0
1208,REG101209,01-10-2020,2020,Uttar Pradesh,Lucknow (UP-32),2W,Motorcycle,Ola Electric,Petrol,BS4,0,2,4
1209,REG101210,03-04-2018,2018,Maharashtra,Mumbai Central (MH-01),LCV,Mini Truck,Tata Motors,Diesel,BS4,3298,9,6
1210,REG101211,03-12-2022,2022,Rajasthan,Kota (RJ-20),4W,Sedan,Kia,Petrol,BS6,1000,5,2
1211,REG101212,23-04-2023,2023,Karnataka,Hubli (KA-25),HCV,Bus,BharatBenz,CNG,BS6,6700,32,1
1212,REG101213,23-12-2024,2024,Rajasthan,Ajmer (RJ-01),2W,Moped,Bajaj,EV,BS6,0,2,0
1213,REG101214,12-03-2021,2021,Telangana,Hyderabad (TS-09),2W,Scooter,Ola Electric,EV,BS6,0,2,3
1214,REG101215,19-01-2023,2023,Delhi,Delhi West (DL-08),4W,Sedan,Hyundai,Diesel,BS6,1462,8,1
1215,REG101216,16-07-2021,2021,Madhya Pradesh,Jabalpur (MP-20),HCV,Truck,BharatBenz,Diesel,BS6,5660,1,3
1216,REG101217,15-08-2024,2024,Maharashtra,Nagpur (MH-31),LCV,Pickup Van,Force Motors,Diesel,BS6,2523,9,0
1217,REG101218,05-10-2023,2023,Delhi,Delhi North (DL-04),2W,Scooter,Ather,Petrol,BS6,0,2,1
1218,REG101219,15-01-2022,2022,Maharashtra,Aurangabad (MH-20),4W,SUV,Kia,Hybrid,BS6,1598,8,2
1219,REG101220,18-10-2022,2022,Uttar Pradesh,Lucknow (UP-32),4W,MUV,Kia,Diesel,BS6,0,7,2
1220,REG101221,21-05-2021,2021,Tamil Nadu,Salem (TN-30),3W,Auto Rickshaw,Piaggio,CNG,BS6,200,3,3
1221,REG101222,04-12-2021,2021,Telangana,Nizamabad (TS-05),2W,Scooter,Hero,EV,BS6,0,2,3
1222,REG101223,02-04-2021,2021,Madhya Pradesh,Ujjain (MP-13),2W,Scooter,Ola Electric,EV,BS6,0,2,3
1223,REG101224,22-04-2022,2022,West Bengal,Kolkata (WB-01),2W,Scooter,Hero,Petrol,BS6,250,2,2
1224,REG101225,14-08-2021,2021,Maharashtra,Aurangabad (MH-20),HCV,Trailer,Eicher,Diesel,BS6,4998,32,3
1225,REG101226,01-12-2020,2020,Gujarat,Vadodara (GJ-06),LCV,Mini Truck,Mahindra,CNG,BS6,2523,9,4
1226,REG101227,27-04-2021,2021,Karnataka,Bangalore Central (KA-01),2W,Moped,KTM,EV,BS6,0,2,3
1227,REG101228,01-05-2023,2023,Kerala,Kozhikode (KL-11),OTH,Tractor,John Deere,Diesel,BS6,5660,1,1
1228,REG101229,09-07-2020,2020,Karnataka,Belgaum (KA-22),2W,Moped,Honda,Petrol,BS6,250,2,4
1229,REG101230,21-06-2022,2022,Karnataka,Mangalore (KA-19),LCV,Mini Truck,Tata Motors,Diesel,BS6,0,15,2
1230,REG101231,28-05-2020,2020,Rajasthan,Udaipur (RJ-27),HCV,Trailer,Eicher,Diesel,BS6,4998,52,4
1231,REG101232,25-10-2023,2023,Maharashtra,Mumbai Central (MH-01),4W,SUV,Renault,EV,BS6,0,6,1
1232,REG101233,10-02-2023,2023,Uttar Pradesh,Allahabad (UP-70),2W,Moped,TVS,Petrol,BS6,110,2,1
1233,REG101234,04-03-2023,2023,Delhi,Delhi South (DL-09),3W,Tempo,Kinetic Green,EV,BS6,0,7,1
1234,REG101235,05-05-2023,2023,West Bengal,Asansol (WB-39),3W,E-Rickshaw,TVS,CNG,BS6,250,3,1
1235,REG101236,28-07-2020,2020,Rajasthan,Jodhpur (RJ-19),3W,Tempo,Bajaj,EV,BS4,0,3,4
1236,REG101237,03-08-2022,2022,Rajasthan,Ajmer (RJ-01),3W,E-Rickshaw,Kinetic Green,Diesel,BS6,225,7,2
1237,REG101238,27-05-2019,2019,Tamil Nadu,Trichy (TN-45),2W,Scooter,Ola Electric,CNG,BS4,0,2,5
1238,REG101239,12-04-2022,2022,Rajasthan,Jaipur (RJ-14),2W,Scooter,Ather,Petrol,BS6,0,2,2
1239,REG101240,21-02-2022,2022,West Bengal,Kolkata (WB-01),2W,Scooter,Royal Enfield,Hybrid,BS6,125,2,2
1240,REG101241,18-07-2022,2022,Maharashtra,Nashik (MH-15),2W,Motorcycle,Honda,Petrol,BS6,250,2,2
1241,REG101242,22-06-2021,2021,Rajasthan,Jodhpur (RJ-19),2W,Moped,Bajaj,CNG,BS6,0,2,3
1242,REG101243,18-08-2023,2023,Punjab,Patiala (PB-11),2W,Moped,Hero,Petrol,BS6,250,2,1
1243,REG101244,04-04-2022,2022,Madhya Pradesh,Jabalpur (MP-20),4W,MUV,Kia,Hybrid,BS6,0,5,2
1244,REG101245,18-09-2021,2021,Tamil Nadu,Chennai Central (TN-01),4W,SUV,MG,Diesel,BS6,1498,5,3
1245,REG101246,17-09-2024,2024,Delhi,Delhi West (DL-08),3W,Auto Rickshaw,Atul Auto,EV,BS6,0,6,0
1246,REG101247,18-04-2023,2023,Rajasthan,Udaipur (RJ-27),2W,Motorcycle,TVS,Petrol,BS6,250,2,1
1247,REG101248,28-05-2021,2021,Telangana,Nizamabad (TS-05),4W,SUV,Hyundai,Diesel,BS6,1498,8,3
1248,REG101249,08-12-2023,2023,West Bengal,Howrah (WB-13),LCV,Pickup Van,Ashok Leyland,CNG,BS6,3298,9,1
1249,REG101250,02-10-2024,2024,Karnataka,Mysore (KA-09),4W,Sedan,Maruti Suzuki,CNG,BS6,1462,5,0
1250,REG101251,06-03-2023,2023,West Bengal,Kolkata (WB-01),2W,Scooter,Ola Electric,Petrol,BS6,0,2,1
1251,REG101252,12-03-2022,2022,Gujarat,Ahmedabad (GJ-01),4W,Hatchback,MG,Diesel,BS6,1498,5,2
1252,REG101253,21-05-2020,2020,Rajasthan,Jaipur (RJ-14),4W,Sedan,Hyundai,Diesel,BS6,2179,5,4
1253,REG101254,11-06-2024,2024,Kerala,Kozhikode (KL-11),LCV,Mini Truck,Force Motors,Diesel,BS6,2956,15,0
1254,REG101255,11-12-2022,2022,Madhya Pradesh,Bhopal (MP-04),HCV,Truck,Ashok Leyland,Diesel,BS6,4998,32,2
1255,REG101256,22-11-2021,2021,West Bengal,Howrah (WB-13),3W,Auto Rickshaw,Kinetic Green,Diesel,BS6,200,7,3
1256,REG101257,02-04-2022,2022,Kerala,Kochi (KL-07),2W,Motorcycle,KTM,EV,BS6,0,2,2
1257,REG101258,03-06-2022,2022,Uttar Pradesh,Agra (UP-80),4W,Sedan,Toyota,Diesel,BS6,1462,7,2
1258,REG101259,01-06-2021,2021,Madhya Pradesh,Jabalpur (MP-20),3W,Tempo,Mahindra,EV,BS6,0,3,3
1259,REG101260,01-04-2023,2023,Karnataka,Hubli (KA-25),2W,Scooter,Yamaha,Petrol,BS6,350,2,1
1260,REG101261,03-11-2024,2024,Rajasthan,Jaipur (RJ-14),2W,Scooter,TVS,Hybrid,BS6,250,2,0
1261,REG101262,01-02-2024,2024,Madhya Pradesh,Indore (MP-09),2W,Scooter,Ather,Petrol,BS6,0,2,0
1262,REG101263,28-01-2022,2022,Rajasthan,Kota (RJ-20),4W,MUV,Honda,Diesel,BS6,1498,8,2
1263,REG101264,27-03-2021,2021,Kerala,Kochi (KL-07),2W,Motorcycle,Royal Enfield,EV,BS6,0,2,3
1264,REG101265,11-01-2022,2022,Delhi,Delhi Central (DL-01),HCV,Trailer,Ashok Leyland,Diesel,BS6,6700,1,2
1265,REG101266,02-10-2022,2022,Kerala,Kozhikode (KL-11),HCV,Truck,MAN,Diesel,BS6,4998,2,2
1266,REG101267,30-07-2024,2024,Telangana,Karimnagar (TS-01),LCV,Mini Truck,Ashok Leyland,Diesel,BS6,2956,15,0
1267,REG101268,13-09-2024,2024,Kerala,Kochi (KL-07),HCV,Truck,Tata Motors,EV,BS6,0,45,0
1268,REG101269,18-01-2023,2023,Maharashtra,Pune (MH-12),2W,Motorcycle,Bajaj,EV,BS6,0,2,1
1269,REG101270,13-02-2023,2023,Kerala,Thiruvananthapuram (KL-01),4W,MUV,Honda,Petrol,BS6,1000,5,1
1270,REG101271,28-10-2024,2024,Telangana,Karimnagar (TS-01),2W,Moped,Ather,EV,BS6,0,2,0
1271,REG101272,21-05-2023,2023,Delhi,Delhi South (DL-09),LCV,Pickup Van,Force Motors,Diesel,BS6,0,9,1
1272,REG101273,28-07-2022,2022,Karnataka,Hubli (KA-25),HCV,Tanker,BharatBenz,Diesel,BS6,0,32,2
1273,REG101274,21-07-2021,2021,West Bengal,Durgapur (WB-40),LCV,Light Bus,Eicher,Diesel,BS6,3298,15,3
1274,REG101275,09-07-2023,2023,Kerala,Thiruvananthapuram (KL-01),3W,Tempo,Bajaj,Diesel,BS6,0,7,1
1275,REG101276,08-09-2022,2022,Karnataka,Hubli (KA-25),2W,Moped,Honda,Petrol,BS6,0,2,2
1276,REG101277,30-04-2023,2023,Delhi,Delhi Central (DL-01),2W,Moped,KTM,EV,BS6,0,2,1
1277,REG101278,17-10-2018,2018,West Bengal,Durgapur (WB-40),2W,Moped,Yamaha,Petrol,BS4,0,2,6
1278,REG101279,30-11-2022,2022,Uttar Pradesh,Lucknow (UP-32),2W,Motorcycle,Ather,EV,BS6,0,2,2
1279,REG101280,07-03-2023,2023,Rajasthan,Udaipur (RJ-27),4W,Hatchback,Hyundai,Diesel,BS6,800,6,1
1280,REG101281,28-03-2024,2024,Telangana,Hyderabad (TS-09),2W,Scooter,Honda,Petrol,BS6,400,2,0
1281,REG101282,31-05-2021,2021,West Bengal,Howrah (WB-13),4W,MUV,Honda,Petrol,BS6,1498,7,3
1282,REG101283,11-11-2022,2022,Punjab,Amritsar (PB-02),4W,Sedan,Tata Motors,Petrol,BS6,1598,7,2
1283,REG101284,06-01-2022,2022,West Bengal,Siliguri (WB-73),2W,Scooter,TVS,Petrol,BS6,200,2,2
1284,REG101285,22-12-2023,2023,Uttar Pradesh,Kanpur (UP-78),2W,Motorcycle,Hero,Petrol,BS6,110,2,1
1285,REG101286,29-06-2022,2022,Telangana,Karimnagar (TS-01),2W,Motorcycle,Ola Electric,EV,BS6,0,2,2
1286,REG101287,27-10-2023,2023,Delhi,Delhi West (DL-08),4W,Sedan,Kia,Petrol,BS6,1498,7,1
1287,REG101288,20-04-2020,2020,Punjab,Jalandhar (PB-08),HCV,Bus,Tata Motors,Diesel,BS4,5660,2,4
1288,REG101289,22-10-2023,2023,Gujarat,Gandhinagar (GJ-18),2W,Moped,Ola Electric,EV,BS6,0,2,1
1289,REG101290,21-04-2018,2018,Punjab,Amritsar (PB-02),HCV,Tanker,Ashok Leyland,Diesel,BS4,3760,52,6
1290,REG101291,11-03-2024,2024,Tamil Nadu,Coimbatore (TN-37),2W,Motorcycle,Yamaha,Petrol,BS6,400,2,0
1291,REG101292,14-10-2023,2023,West Bengal,Siliguri (WB-73),4W,SUV,Kia,Diesel,BS6,1968,8,1
1292,REG101293,20-04-2019,2019,Uttar Pradesh,Varanasi (UP-65),2W,Moped,Yamaha,EV,BS4,0,2,5
1293,REG101294,17-12-2022,2022,Madhya Pradesh,Gwalior (MP-07),4W,MUV,Renault,Diesel,BS6,1000,8,2
1294,REG101295,06-08-2023,2023,Madhya Pradesh,Gwalior (MP-07),2W,Scooter,KTM,Hybrid,BS6,150,2,1
1295,REG101296,06-01-2020,2020,Punjab,Patiala (PB-11),LCV,Mini Truck,Force Motors,Diesel,BS4,2956,12,4
1296,REG101297,10-05-2019,2019,Rajasthan,Ajmer (RJ-01),2W,Moped,Royal Enfield,Petrol,BS4,400,2,5
1297,REG101298,23-12-2022,2022,Maharashtra,Aurangabad (MH-20),2W,Moped,Royal Enfield,EV,BS6,0,2,2
1298,REG101299,30-03-2023,2023,Gujarat,Ahmedabad (GJ-01),OTH,Tractor,Sonalika,Diesel,BS6,6700,52,1
1299,REG101300,12-02-2023,2023,Karnataka,Bangalore Central (KA-01),2W,Moped,TVS,CNG,BS6,250,2,1
1300,REG101301,23-05-2019,2019,Karnataka,Bangalore Central (KA-01),2W,Moped,Hero,Petrol,BS4,150,2,5
1301,REG101302,06-07-2020,2020,Madhya Pradesh,Ujjain (MP-13),4W,SUV,Toyota,EV,BS6,0,5,4
1302,REG101303,13-09-2020,2020,Madhya Pradesh,Jabalpur (MP-20),2W,Moped,Hero,Petrol,BS4,125,2,4
1303,REG101304,16-09-2022,2022,Kerala,Kozhikode (KL-11),2W,Scooter,Hero,Petrol,BS6,250,2,2
1304,REG101305,23-12-2021,2021,Tamil Nadu,Chennai Central (TN-01),2W,Moped,Yamaha,Petrol,BS6,110,2,3
1305,REG101306,30-10-2019,2019,Punjab,Jalandhar (PB-08),2W,Motorcycle,TVS,CNG,BS4,100,2,5
1306,REG101307,06-06-2024,2024,Tamil Nadu,Chennai Central (TN-01),2W,Scooter,KTM,Petrol,BS6,150,2,0
1307,REG101308,11-06-2021,2021,Kerala,Kochi (KL-07),2W,Scooter,Royal Enfield,Petrol,BS6,250,2,3
1308,REG101309,15-05-2020,2020,Delhi,Delhi East (DL-02),2W,Motorcycle,TVS,Petrol,BS6,110,2,4
1309,REG101310,29-03-2023,2023,West Bengal,Durgapur (WB-40),4W,SUV,Renault,Diesel,BS6,800,8,1
1310,REG101311,17-04-2023,2023,Tamil Nadu,Trichy (TN-45),4W,MUV,Toyota,EV,BS6,0,7,1
1311,REG101312,22-09-2021,2021,Karnataka,Belgaum (KA-22),4W,SUV,Mahindra,Diesel,BS6,1197,8,3
1312,REG101313,15-06-2023,2023,Tamil Nadu,Salem (TN-30),4W,SUV,Skoda,Diesel,BS6,1000,7,1
1313,REG101314,02-07-2024,2024,Maharashtra,Pune (MH-12),2W,Scooter,Yamaha,EV,BS6,0,2,0
1314,REG101315,22-12-2022,2022,Tamil Nadu,Salem (TN-30),4W,Hatchback,MG,CNG,BS6,1968,8,2
1315,REG101316,03-06-2022,2022,West Bengal,Howrah (WB-13),2W,Scooter,Ola Electric,Petrol,BS6,0,2,2
1316,REG101317,25-03-2021,2021,Delhi,Delhi South (DL-09),2W,Scooter,Royal Enfield,EV,BS6,0,2,3
1317,REG101318,12-03-2024,2024,Tamil Nadu,Madurai (TN-58),LCV,Light Bus,Eicher,Diesel,BS6,2956,15,0
1318,REG101319,24-08-2022,2022,Rajasthan,Jaipur (RJ-14),OTH,Crane,TAFE,Diesel,BS6,3760,2,2
1319,REG101320,16-02-2024,2024,Delhi,Delhi East (DL-02),2W,Motorcycle,TVS,Petrol,BS6,150,2,0
1320,REG101321,29-08-2020,2020,Tamil Nadu,Trichy (TN-45),LCV,Pickup Van,Tata Motors,Diesel,BS6,0,15,4
1321,REG101322,06-03-2024,2024,Delhi,Delhi North (DL-04),4W,MUV,Mahindra,Hybrid,BS6,1598,6,0
1322,REG101323,27-06-2021,2021,Uttar Pradesh,Agra (UP-80),LCV,Light Bus,Force Motors,CNG,BS6,0,15,3
1323,REG101324,23-06-2020,2020,Kerala,Kollam (KL-02),2W,Moped,TVS,Hybrid,BS6,400,2,4
1324,REG101325,06-04-2020,2020,Maharashtra,Aurangabad (MH-20),4W,MUV,Hyundai,EV,BS6,0,6,4
1325,REG101326,17-07-2020,2020,Gujarat,Rajkot (GJ-03),2W,Scooter,TVS,Petrol,BS6,350,2,4
1326,REG101327,24-02-2021,2021,Maharashtra,Nagpur (MH-31),HCV,Tanker,Ashok Leyland,Diesel,BS6,6700,1,3
1327,REG101328,17-09-2021,2021,Rajasthan,Jaipur (RJ-14),4W,MUV,Maruti Suzuki,Petrol,BS6,1968,8,3
1328,REG101329,13-05-2018,2018,Maharashtra,Nashik (MH-15),4W,MUV,Honda,Hybrid,BS4,1000,8,6
1329,REG101330,06-08-2019,2019,Telangana,Nizamabad (TS-05),4W,SUV,Renault,Diesel,BS4,0,8,5
1330,REG101331,20-08-2020,2020,Madhya Pradesh,Bhopal (MP-04),2W,Scooter,Ola Electric,Petrol,BS6,0,2,4
1331,REG101332,18-12-2021,2021,Maharashtra,Nashik (MH-15),2W,Motorcycle,KTM,EV,BS6,0,2,3
1332,REG101333,02-07-2021,2021,Gujarat,Rajkot (GJ-03),2W,Scooter,Hero,EV,BS6,0,2,3
1333,REG101334,19-01-2019,2019,Maharashtra,Nashik (MH-15),2W,Moped,Hero,EV,BS6,0,2,5
1334,REG101335,21-11-2019,2019,Kerala,Thrissur (KL-08),2W,Motorcycle,Ather,Petrol,BS4,0,2,5
1335,REG101336,25-09-2024,2024,Uttar Pradesh,Agra (UP-80),2W,Scooter,Ola Electric,Petrol,BS6,0,2,0
1336,REG101337,23-11-2022,2022,West Bengal,Kolkata (WB-01),2W,Scooter,Hero,Petrol,BS6,110,2,2
1337,REG101338,25-07-2023,2023,Uttar Pradesh,Allahabad (UP-70),OTH,Tractor,John Deere,Diesel,BS6,3760,2,1
1338,REG101339,14-05-2023,2023,Kerala,Kozhikode (KL-11),4W,Hatchback,Honda,Petrol,BS6,1498,6,1
1339,REG101340,18-12-2024,2024,Kerala,Thiruvananthapuram (KL-01),2W,Scooter,Bajaj,Hybrid,BS6,125,2,0
1340,REG101341,28-07-2021,2021,Gujarat,Gandhinagar (GJ-18),4W,MUV,Tata Motors,EV,BS6,0,5,3
1341,REG101342,26-04-2021,2021,Uttar Pradesh,Kanpur (UP-78),2W,Scooter,Ola Electric,EV,BS6,0,2,3
1342,REG101343,29-10-2023,2023,Kerala,Kozhikode (KL-11),2W,Moped,Royal Enfield,CNG,BS6,250,2,1
1343,REG101344,13-06-2018,2018,Madhya Pradesh,Ujjain (MP-13),2W,Scooter,KTM,EV,BS4,0,2,6
1344,REG101345,11-12-2022,2022,West Bengal,Howrah (WB-13),3W,Tempo,Mahindra,CNG,BS6,0,6,2
1345,REG101346,16-04-2024,2024,Uttar Pradesh,Lucknow (UP-32),4W,Hatchback,MG,CNG,BS6,0,7,0
1346,REG101347,26-03-2020,2020,Gujarat,Vadodara (GJ-06),4W,MUV,MG,Petrol,BS6,1598,8,4
1347,REG101348,12-07-2022,2022,Uttar Pradesh,Lucknow (UP-32),4W,SUV,Renault,Hybrid,BS6,0,6,2
1348,REG101349,19-10-2020,2020,Uttar Pradesh,Allahabad (UP-70),HCV,Truck,Tata Motors,Diesel,BS6,5660,2,4
1349,REG101350,12-06-2024,2024,Tamil Nadu,Salem (TN-30),4W,SUV,Mahindra,Diesel,BS6,1598,5,0
1350,REG101351,25-08-2024,2024,Madhya Pradesh,Gwalior (MP-07),3W,Tempo,Mahindra,CNG,BS6,250,6,0
1351,REG101352,30-03-2023,2023,Tamil Nadu,Coimbatore (TN-37),2W,Motorcycle,Ather,Petrol,BS6,0,2,1
1352,REG101353,25-04-2023,2023,Uttar Pradesh,Allahabad (UP-70),4W,MUV,Honda,Petrol,BS6,1197,5,1
1353,REG101354,16-11-2020,2020,Punjab,Patiala (PB-11),4W,Hatchback,Toyota,CNG,BS6,2179,5,4
1354,REG101355,22-08-2024,2024,Rajasthan,Jaipur (RJ-14),4W,MUV,Renault,Diesel,BS6,1598,6,0
1355,REG101356,16-04-2021,2021,Tamil Nadu,Salem (TN-30),HCV,Bus,Volvo,Diesel,BS6,0,45,3
1356,REG101357,24-11-2024,2024,West Bengal,Howrah (WB-13),4W,MUV,Mahindra,Petrol,BS6,1000,7,0
1357,REG101358,28-07-2018,2018,Tamil Nadu,Coimbatore (TN-37),3W,Auto Rickshaw,Bajaj,Petrol,BS4,0,6,6
1358,REG101359,13-01-2022,2022,Karnataka,Mangalore (KA-19),HCV,Truck,MAN,EV,BS6,0,45,2
1359,REG101360,19-11-2021,2021,Kerala,Thiruvananthapuram (KL-01),2W,Scooter,Hero,Petrol,BS6,350,2,3
1360,REG101361,28-03-2023,2023,Uttar Pradesh,Lucknow (UP-32),2W,Scooter,Ola Electric,Hybrid,BS6,0,2,1
1361,REG101362,25-11-2021,2021,Uttar Pradesh,Agra (UP-80),2W,Motorcycle,KTM,Petrol,BS6,110,2,3
1362,REG101363,19-08-2023,2023,West Bengal,Siliguri (WB-73),4W,SUV,Toyota,Petrol,BS6,1498,7,1
1363,REG101364,16-10-2018,2018,Punjab,Chandigarh (CH-01),4W,Sedan,Renault,Petrol,BS4,1598,7,6
1364,REG101365,21-03-2022,2022,Gujarat,Surat (GJ-05),4W,SUV,MG,EV,BS6,0,6,2
1365,REG101366,04-06-2024,2024,Punjab,Amritsar (PB-02),LCV,Pickup Van,Mahindra,Diesel,BS6,2956,15,0
1366,REG101367,26-06-2022,2022,Maharashtra,Nagpur (MH-31),2W,Moped,Ather,Petrol,BS6,0,2,2
1367,REG101368,04-09-2023,2023,Punjab,Patiala (PB-11),2W,Scooter,Suzuki,EV,BS6,0,2,1
1368,REG101369,18-03-2021,2021,West Bengal,Siliguri (WB-73),2W,Motorcycle,Yamaha,Petrol,BS6,160,2,3
1369,REG101370,07-01-2022,2022,Punjab,Chandigarh (CH-01),4W,SUV,MG,Diesel,BS6,0,6,2
1370,REG101371,17-09-2019,2019,Kerala,Kochi (KL-07),2W,Motorcycle,Suzuki,EV,BS4,0,2,5
1371,REG101372,06-05-2022,2022,Gujarat,Gandhinagar (GJ-18),HCV,Truck,Tata Motors,Diesel,BS6,5660,2,2
1372,REG101373,17-05-2018,2018,Kerala,Kochi (KL-07),2W,Moped,KTM,Petrol,BS4,400,2,6
1373,REG101374,27-04-2021,2021,Gujarat,Ahmedabad (GJ-01),4W,Hatchback,Tata Motors,Diesel,BS6,1462,8,3
1374,REG101375,01-03-2019,2019,West Bengal,Kolkata (WB-01),4W,Hatchback,Toyota,EV,BS4,0,5,5
1375,REG101376,05-01-2022,2022,West Bengal,Howrah (WB-13),2W,Moped,Bajaj,EV,BS6,0,2,2
1376,REG101377,22-08-2023,2023,Uttar Pradesh,Lucknow (UP-32),4W,MUV,Mahindra,CNG,BS6,800,7,1
1377,REG101378,26-05-2022,2022,Uttar Pradesh,Allahabad (UP-70),2W,Moped,TVS,Petrol,BS6,160,2,2
1378,REG101379,27-02-2021,2021,Gujarat,Gandhinagar (GJ-18),2W,Scooter,Ather,EV,BS6,0,2,3
1379,REG101380,09-08-2020,2020,West Bengal,Kolkata (WB-01),2W,Moped,KTM,EV,BS6,0,2,4
1380,REG101381,28-04-2020,2020,Karnataka,Mangalore (KA-19),2W,Moped,Ather,Petrol,BS6,0,2,4
1381,REG101382,18-04-2023,2023,Gujarat,Gandhinagar (GJ-18),2W,Moped,KTM,Petrol,BS6,0,2,1
1382,REG101383,05-12-2024,2024,Madhya Pradesh,Indore (MP-09),2W,Motorcycle,Suzuki,Petrol,BS6,125,2,0
1383,REG101384,28-04-2023,2023,Rajasthan,Ajmer (RJ-01),OTH,Road Roller,Escorts,Diesel,BS6,5660,45,1
1384,REG101385,06-08-2021,2021,Gujarat,Vadodara (GJ-06),2W,Scooter,Yamaha,Hybrid,BS6,0,2,3
1385,REG101386,22-08-2021,2021,Uttar Pradesh,Varanasi (UP-65),2W,Scooter,Hero,Petrol,BS6,160,2,3
1386,REG101387,14-06-2023,2023,Maharashtra,Pune (MH-12),2W,Moped,Royal Enfield,Petrol,BS6,250,2,1
1387,REG101388,24-02-2022,2022,Uttar Pradesh,Agra (UP-80),4W,Sedan,Mahindra,CNG,BS6,1000,6,2
1388,REG101389,28-12-2023,2023,Tamil Nadu,Madurai (TN-58),4W,MUV,Maruti Suzuki,Hybrid,BS6,2179,6,1
1389,REG101390,03-10-2023,2023,Gujarat,Gandhinagar (GJ-18),4W,Hatchback,Hyundai,Petrol,BS6,1598,8,1
1390,REG101391,30-07-2024,2024,Gujarat,Ahmedabad (GJ-01),3W,Tempo,Bajaj,CNG,BS6,225,3,0
1391,REG101392,05-12-2021,2021,Punjab,Amritsar (PB-02),4W,Hatchback,MG,Petrol,BS6,1498,7,3
1392,REG101393,19-04-2024,2024,Kerala,Thiruvananthapuram (KL-01),2W,Motorcycle,Yamaha,Petrol,BS6,125,2,0
1393,REG101394,13-05-2023,2023,Rajasthan,Udaipur (RJ-27),2W,Scooter,Yamaha,Petrol,BS6,160,2,1
1394,REG101395,25-01-2021,2021,Punjab,Chandigarh (CH-01),2W,Moped,Suzuki,Petrol,BS6,400,2,3
1395,REG101396,02-10-2024,2024,Maharashtra,Aurangabad (MH-20),2W,Moped,Suzuki,Petrol,BS6,350,2,0
1396,REG101397,27-02-2019,2019,Gujarat,Gandhinagar (GJ-18),2W,Motorcycle,Honda,EV,BS4,0,2,5
1397,REG101398,07-02-2022,2022,Tamil Nadu,Trichy (TN-45),LCV,Mini Truck,Eicher,Diesel,BS6,0,12,2
1398,REG101399,28-11-2021,2021,West Bengal,Siliguri (WB-73),LCV,Light Bus,Mahindra,CNG,BS6,3298,12,3
1399,REG101400,10-01-2018,2018,Telangana,Karimnagar (TS-01),LCV,Pickup Van,Eicher,Diesel,BS4,2523,9,6
1400,REG101401,23-08-2023,2023,Rajasthan,Udaipur (RJ-27),2W,Motorcycle,Ola Electric,CNG,BS6,0,2,1
1401,REG101402,15-04-2020,2020,Punjab,Amritsar (PB-02),LCV,Light Bus,Eicher,Diesel,BS6,3298,9,4
1402,REG101403,17-06-2021,2021,Karnataka,Bangalore Central (KA-01),4W,Hatchback,Tata Motors,Diesel,BS6,1598,6,3
1403,REG101404,30-06-2020,2020,Madhya Pradesh,Indore (MP-09),2W,Motorcycle,Suzuki,Petrol,BS6,100,2,4
1404,REG101405,16-04-2024,2024,Tamil Nadu,Salem (TN-30),2W,Scooter,Hero,EV,BS6,0,2,0
1405,REG101406,17-02-2021,2021,Maharashtra,Nashik (MH-15),2W,Motorcycle,Bajaj,Hybrid,BS6,125,2,3
1406,REG101407,05-11-2020,2020,Telangana,Khammam (TS-07),4W,Hatchback,Tata Motors,Hybrid,BS6,1598,7,4
1407,REG101408,27-02-2022,2022,Uttar Pradesh,Kanpur (UP-78),2W,Motorcycle,Ather,Petrol,BS6,0,2,2
1408,REG101409,03-02-2021,2021,Maharashtra,Mumbai Central (MH-01),2W,Scooter,Suzuki,Petrol,BS6,250,2,3
1409,REG101410,30-08-2023,2023,Madhya Pradesh,Gwalior (MP-07),2W,Moped,Honda,EV,BS6,0,2,1
1410,REG101411,21-03-2018,2018,Gujarat,Vadodara (GJ-06),2W,Motorcycle,TVS,EV,BS4,0,2,6
1411,REG101412,30-05-2024,2024,Kerala,Thrissur (KL-08),4W,Hatchback,Skoda,Petrol,BS6,1598,8,0
1412,REG101413,03-04-2023,2023,Tamil Nadu,Salem (TN-30),2W,Moped,TVS,CNG,BS6,200,2,1
1413,REG101414,15-11-2023,2023,Karnataka,Mysore (KA-09),2W,Motorcycle,Royal Enfield,Petrol,BS6,200,2,1
1414,REG101415,24-01-2024,2024,Maharashtra,Mumbai Central (MH-01),2W,Scooter,Hero,CNG,BS6,400,2,0
1415,REG101416,17-02-2018,2018,Uttar Pradesh,Allahabad (UP-70),4W,Sedan,Tata Motors,Petrol,BS4,1968,5,6
1416,REG101417,23-11-2019,2019,Karnataka,Mangalore (KA-19),3W,E-Rickshaw,Atul Auto,Diesel,BS4,200,6,5
1417,REG101418,11-11-2023,2023,West Bengal,Siliguri (WB-73),LCV,Pickup Van,Mahindra,Diesel,BS6,2523,12,1
1418,REG101419,26-04-2023,2023,West Bengal,Asansol (WB-39),2W,Motorcycle,Ather,Petrol,BS6,0,2,1
